time: 2000000000
0 2 3000001
0 3 3000001
0 4 3000001
0 5 3000001
0 6 3000001
0 7 3000001
0 8 3000001
0 9 3000001
0 10 3000001
0 11 3000001
0 12 3000001
0 13 3000001
0 14 3000001
0 15 3000001
0 16 3000001
0 17 3000001
0 18 3000001
0 19 3000001
0 20 3000001
0 21 3000001
0 22 3000001
0 23 3000001
0 24 3000001
0 25 3000001
0 26 3000001
0 27 3000001
0 28 3000001
0 29 3000001
0 30 3000001
0 31 3000001
0 32 3000001
0 33 3000001
0 34 3000001
0 35 3000001
0 36 3000001
0 37 3000001
0 38 3000001
0 39 3000001
0 40 3000001
0 41 3000001
0 42 3000001
0 43 3000001
0 44 3000001
0 45 3000001
0 46 3000001
0 47 3000001
0 48 3000001
0 49 3000001
0 50 3000001
0 51 3000001
0 52 3000001
0 53 3000001
0 54 3000001
0 55 3000001
0 56 3000001
0 57 3000001
0 58 3000001
0 59 3000001
0 60 3000001
0 61 3000001
0 62 3000001
0 63 3000001
0 64 3000001
0 65 3000001
0 66 3000001
0 67 3000001
0 68 3000001
0 69 3000001
0 70 3000001
0 71 3000001
0 72 3000001
0 73 3000001
0 74 3000001
0 75 3000001
0 76 3000001
0 77 3000001
0 78 3000001
0 79 3000001
0 80 3000001
0 81 3000001
0 82 3000001
0 83 3000001
0 84 3000001
0 85 3000001
0 86 3000001
0 87 3000001
0 88 3000001
0 89 3000001
0 90 3000001
0 91 3000001
0 92 3000001
0 93 3000001
0 94 3000001
0 95 3000001
0 96 3000001
0 97 3000001
0 98 3000001
0 99 3000001
0 100 3000001
0 101 3000001
0 102 3000001
0 103 3000001
0 104 3000001
0 105 3000001
0 106 3000001
0 107 3000001
0 108 3000001
0 109 3000001
0 110 3000001
0 111 3000001
0 112 3000001
0 113 3000001
0 114 3000001
0 115 3000001
0 116 3000001
0 117 3000001
0 118 3000001
0 119 3000001
0 120 3000001
0 121 3000001
0 122 3000001
0 123 3000001
0 124 3000001
0 125 3000001
0 126 3000001
0 127 3000001
0 128 3000001
0 129 3000001
0 130 3000001
0 131 3000001
0 132 3000001
0 133 3000001
0 134 3000001
0 135 3000001
0 136 3000001
0 137 3000001
0 138 3000001
0 139 3000001
0 140 3000001
0 141 3000001
0 142 3000001
0 143 3000001
0 144 3000001
0 145 3000001
0 146 3000001
0 147 3000001
0 148 3000001
0 149 3000001
0 150 3000001
0 151 3000001
0 152 3000001
0 153 3000001
0 154 3000001
0 155 3000001
0 156 3000001
0 157 3000001
0 158 3000001
0 159 3000001
0 160 3000001
0 161 3000001
0 162 3000001
0 163 3000001
0 164 3000001
0 165 3000001
0 166 3000001
0 167 3000001
0 168 3000001
0 169 3000001
0 170 3000001
0 171 3000001
0 172 3000001
0 173 3000001
0 174 3000001
0 175 3000001
0 176 3000001
0 177 3000001
0 178 3000001
0 179 3000001
0 180 3000001
0 181 3000001
0 182 3000001
0 183 3000001
0 184 3000001
0 185 3000001
0 186 3000001
0 187 3000001
0 188 3000001
0 189 3000001
0 190 3000001
0 191 3000001
0 192 3000001
0 193 3000001
0 194 3000001
0 195 3000001
0 196 3000001
0 197 3000001
0 198 3000001
0 199 3000001
0 200 3000001
time: 2400000000
